user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,record_date
U18800,57,Female,Bachelor,Employed,Doctor,4475.81,2996.11,518233.53,Yes,Car,438811.82,360,10241.48,28.0,2.29,735,9.65,Europe,2021-10-06
U18801,64,Male,Bachelor,Employed,Driver,4707.73,2342.96,461047.36,No,None,0.0,0,0.0,0.0,0.0,459,8.16,Europe,2022-01-11
U18802,48,Male,Bachelor,Self-employed,Student,6769.29,4459.9,376397.72,Yes,Home,121041.71,12,10603.81,9.33,1.57,739,4.63,Asia,2022-02-19
U18803,69,Female,High School,Employed,Manager,2511.36,1148.62,109209.59,Yes,Education,266993.02,360,3545.23,15.79,1.41,720,3.62,North America,2022-04-09
U18804,41,Female,Bachelor,Employed,Salesperson,3878.44,1215.41,349042.16,Yes,Education,230862.76,36,7382.27,9.38,1.9,726,7.5,Asia,2024-05-23
U18805,18,Female,Master,Unemployed,Teacher,8832.07,6822.54,208456.79,Yes,Education,247064.69,24,13405.39,26.76,1.52,349,1.97,Africa,2022-03-18
U18806,52,Male,Bachelor,Employed,Student,712.91,364.68,9327.97,No,None,0.0,0,0.0,0.0,0.0,738,1.09,Other,2025-04-18
U18807,40,Other,Master,Student,Doctor,1039.55,885.92,91785.19,Yes,Education,460203.07,24,20179.44,4.95,19.41,378,7.36,Europe,2023-07-31
U18808,37,Male,PhD,Employed,Salesperson,500.0,448.16,29981.73,No,None,0.0,0,0.0,0.0,0.0,675,5.0,Asia,2024-01-06
U18809,54,Female,Bachelor,Employed,Driver,7474.79,3851.62,608045.53,Yes,Business,114622.56,360,2705.7,28.32,0.36,498,6.78,Europe,2024-05-06
U18810,68,Female,Master,Employed,Teacher,7846.27,2695.16,238260.74,No,None,0.0,0,0.0,0.0,0.0,569,2.53,Africa,2023-09-06
U18811,23,Male,Master,Employed,Manager,3251.02,2275.51,200943.67,No,None,0.0,0,0.0,0.0,0.0,797,5.15,Asia,2021-07-27
U18812,64,Female,Master,Unemployed,Manager,5440.52,4206.1,387948.31,No,None,0.0,0,0.0,0.0,0.0,787,5.94,Africa,2025-02-25
U18813,20,Female,Bachelor,Employed,Accountant,1629.97,1270.31,163222.41,Yes,Car,405387.69,120,5470.1,10.5,3.36,444,8.34,Europe,2023-08-29
U18814,30,Male,High School,Employed,Manager,3454.4,2729.27,335913.76,No,None,0.0,0,0.0,0.0,0.0,570,8.1,Africa,2024-11-08
U18815,67,Male,Master,Self-employed,Driver,5910.36,2941.28,704590.58,Yes,Car,387659.18,180,5449.54,15.09,0.92,364,9.93,Europe,2025-01-04
U18816,39,Female,Master,Employed,Driver,4291.55,2131.46,125431.22,Yes,Education,484305.24,24,21327.49,5.37,4.97,424,2.44,North America,2024-03-08
U18817,42,Male,Master,Self-employed,Manager,5018.37,4420.62,389566.71,Yes,Home,249238.44,120,3627.91,12.36,0.72,428,6.47,Africa,2024-10-19
U18818,69,Female,Master,Employed,Accountant,5998.91,3874.01,592458.98,No,None,0.0,0,0.0,0.0,0.0,620,8.23,Asia,2024-01-25
U18819,59,Female,Bachelor,Unemployed,Salesperson,6162.3,2731.21,575758.17,Yes,Car,68065.56,60,1574.61,13.74,0.26,599,7.79,Asia,2024-03-17
U18820,23,Male,Master,Self-employed,Salesperson,3476.95,1820.29,102455.12,No,None,0.0,0,0.0,0.0,0.0,314,2.46,Other,2024-08-02
U18821,24,Female,Bachelor,Unemployed,Accountant,6355.37,5047.07,112970.8,No,None,0.0,0,0.0,0.0,0.0,543,1.48,Europe,2022-01-18
U18822,47,Male,Bachelor,Self-employed,Teacher,5228.76,3895.71,596822.98,Yes,Business,473342.03,12,41157.77,7.92,7.87,674,9.51,Africa,2023-05-17
U18823,62,Male,Bachelor,Employed,Teacher,4945.04,2222.58,97077.54,Yes,Car,274228.77,240,2662.74,10.09,0.54,657,1.64,North America,2021-12-14
U18824,40,Female,PhD,Employed,Unemployed,1083.65,917.34,105176.14,No,None,0.0,0,0.0,0.0,0.0,502,8.09,Other,2022-10-16
U18825,36,Female,Master,Unemployed,Teacher,5498.96,2012.09,106711.36,No,None,0.0,0,0.0,0.0,0.0,489,1.62,Asia,2022-05-18
U18826,27,Male,Master,Employed,Manager,1796.42,1605.03,45824.51,Yes,Business,162164.39,60,3801.93,14.34,2.12,595,2.13,Africa,2022-06-16
U18827,29,Male,PhD,Employed,Teacher,5821.74,4099.1,34568.08,Yes,Business,299555.93,24,16097.68,25.73,2.77,502,0.49,Europe,2025-06-10
U18828,37,Female,High School,Employed,Teacher,5639.88,3847.86,531685.39,No,None,0.0,0,0.0,0.0,0.0,440,7.86,Other,2025-02-19
U18829,20,Female,High School,Self-employed,Engineer,4004.91,3348.82,337099.85,No,None,0.0,0,0.0,0.0,0.0,832,7.01,Africa,2023-05-06
U18830,63,Female,High School,Employed,Doctor,2084.51,1204.8,212158.41,Yes,Home,37036.69,24,1769.68,13.51,0.85,801,8.48,Other,2023-05-07
U18831,32,Male,Master,Employed,Accountant,5472.56,2208.51,325499.55,No,None,0.0,0,0.0,0.0,0.0,749,4.96,Europe,2023-08-05
U18832,27,Male,High School,Employed,Unemployed,8951.95,2785.65,782296.22,No,None,0.0,0,0.0,0.0,0.0,556,7.28,Asia,2023-11-13
U18833,67,Male,Bachelor,Employed,Accountant,2758.39,1297.27,22688.21,No,None,0.0,0,0.0,0.0,0.0,640,0.69,Europe,2024-11-29
U18834,34,Other,Bachelor,Unemployed,Manager,3754.33,1936.8,426335.31,No,None,0.0,0,0.0,0.0,0.0,478,9.46,Asia,2022-12-02
U18835,24,Female,High School,Employed,Driver,4267.92,2458.32,293639.45,No,None,0.0,0,0.0,0.0,0.0,424,5.73,Other,2021-11-26
U18836,40,Male,Bachelor,Student,Driver,1875.81,909.16,3221.81,No,None,0.0,0,0.0,0.0,0.0,731,0.14,Other,2023-04-01
U18837,34,Female,Other,Employed,Student,2933.64,1516.48,307731.7,Yes,Education,98786.14,60,2410.69,16.16,0.82,423,8.74,Asia,2023-06-12
U18838,52,Female,Other,Student,Driver,3471.35,1566.83,315941.34,No,None,0.0,0,0.0,0.0,0.0,543,7.58,Africa,2024-11-25
U18839,49,Male,Other,Employed,Accountant,6619.21,4673.55,577615.37,No,None,0.0,0,0.0,0.0,0.0,512,7.27,Asia,2022-06-26
U18840,35,Male,PhD,Employed,Student,1087.62,480.1,69934.32,No,None,0.0,0,0.0,0.0,0.0,540,5.36,Other,2025-06-09
U18841,55,Male,Master,Employed,Engineer,5586.46,4343.47,74284.65,Yes,Education,149289.41,24,6958.06,11.0,1.25,478,1.11,Asia,2021-12-24
U18842,61,Male,PhD,Employed,Engineer,3183.4,1614.51,352475.6,No,None,0.0,0,0.0,0.0,0.0,391,9.23,Europe,2024-10-26
U18843,49,Other,Master,Employed,Unemployed,4053.6,1951.92,386531.87,Yes,Business,151242.28,360,1867.7,14.63,0.46,660,7.95,North America,2025-01-07
U18844,52,Female,High School,Self-employed,Student,4427.64,2876.55,130311.01,Yes,Car,491211.1,12,46232.67,23.09,10.44,474,2.45,Other,2024-11-11
U18845,56,Male,Bachelor,Employed,Manager,3420.86,1398.27,345462.89,Yes,Home,120539.42,240,2483.34,24.53,0.73,533,8.42,North America,2025-07-05
U18846,66,Male,Bachelor,Employed,Accountant,3118.62,1742.47,30345.03,No,None,0.0,0,0.0,0.0,0.0,367,0.81,Asia,2022-09-27
U18847,48,Female,Master,Self-employed,Engineer,4846.41,3447.65,105926.73,No,None,0.0,0,0.0,0.0,0.0,782,1.82,Europe,2021-08-28
U18848,62,Male,Bachelor,Employed,Salesperson,5462.15,2415.61,408683.98,No,None,0.0,0,0.0,0.0,0.0,661,6.24,Africa,2023-05-25
U18849,28,Female,Bachelor,Self-employed,Manager,1892.77,933.04,185649.04,No,None,0.0,0,0.0,0.0,0.0,435,8.17,Europe,2021-09-02
U18850,42,Female,Bachelor,Employed,Driver,2107.93,1659.8,104045.58,No,None,0.0,0,0.0,0.0,0.0,646,4.11,Asia,2022-11-16
U18851,22,Male,Bachelor,Unemployed,Engineer,4991.15,3044.94,272811.06,Yes,Education,400619.55,240,4696.42,13.01,0.94,605,4.55,North America,2022-11-23
U18852,55,Male,High School,Employed,Student,3501.48,1465.59,386552.1,No,None,0.0,0,0.0,0.0,0.0,630,9.2,Europe,2023-12-16
U18853,29,Male,High School,Self-employed,Accountant,5958.0,2741.98,496224.34,No,None,0.0,0,0.0,0.0,0.0,489,6.94,Africa,2023-08-04
U18854,33,Other,Master,Employed,Engineer,754.63,315.51,62540.84,No,None,0.0,0,0.0,0.0,0.0,528,6.91,North America,2022-11-05
U18855,43,Male,High School,Employed,Salesperson,2657.48,1228.8,8454.55,No,None,0.0,0,0.0,0.0,0.0,513,0.27,North America,2025-06-10
U18856,44,Female,Bachelor,Self-employed,Manager,3110.78,1358.45,33648.42,No,None,0.0,0,0.0,0.0,0.0,400,0.9,Africa,2023-01-21
U18857,66,Female,High School,Employed,Unemployed,4839.75,2515.68,556391.48,Yes,Home,114785.66,240,1309.79,12.57,0.27,603,9.58,Other,2021-12-10
U18858,32,Female,Master,Employed,Driver,5763.58,2452.56,239617.26,Yes,Education,347002.72,180,7386.13,24.91,1.28,827,3.46,Asia,2021-08-28
U18859,36,Female,Bachelor,Student,Student,5772.99,2543.38,515836.73,Yes,Education,77243.58,60,1699.95,11.53,0.29,748,7.45,Europe,2025-07-19
U18860,54,Male,Other,Employed,Manager,5639.75,2023.19,208462.11,Yes,Car,98186.7,240,1584.43,18.91,0.28,568,3.08,Other,2025-02-27
U18861,64,Male,High School,Employed,Doctor,4766.6,3585.36,235190.67,No,None,0.0,0,0.0,0.0,0.0,503,4.11,North America,2024-12-30
U18862,48,Female,Master,Employed,Unemployed,5098.67,2502.97,278348.4,Yes,Home,110392.83,12,9882.27,13.43,1.94,764,4.55,Asia,2022-10-14
U18863,30,Female,Bachelor,Employed,Salesperson,6298.55,3662.56,301835.84,Yes,Home,155689.77,24,8453.03,26.83,1.34,849,3.99,North America,2021-11-24
U18864,41,Male,Master,Self-employed,Manager,5494.26,3397.37,96163.76,Yes,Business,342689.35,12,30437.92,11.94,5.54,525,1.46,Europe,2025-04-17
U18865,63,Female,High School,Employed,Student,1493.68,739.01,162821.37,Yes,Education,273265.3,120,3792.13,11.18,2.54,838,9.08,Europe,2024-01-23
U18866,58,Male,Master,Employed,Engineer,2003.08,956.46,56077.03,No,None,0.0,0,0.0,0.0,0.0,405,2.33,North America,2023-02-03
U18867,69,Female,PhD,Employed,Engineer,3104.92,2393.86,343847.8,Yes,Home,463439.73,240,4211.51,9.14,1.36,324,9.23,North America,2025-03-29
U18868,64,Female,Bachelor,Unemployed,Doctor,2399.99,1312.61,166803.7,Yes,Education,175805.34,360,2575.02,17.48,1.07,656,5.79,North America,2023-01-18
U18869,29,Male,High School,Unemployed,Manager,500.0,216.32,15486.99,No,None,0.0,0,0.0,0.0,0.0,738,2.58,Other,2021-10-19
U18870,36,Male,High School,Unemployed,Student,4877.6,2815.79,575218.41,No,None,0.0,0,0.0,0.0,0.0,744,9.83,Africa,2023-02-06
U18871,26,Male,Bachelor,Unemployed,Unemployed,2872.27,1398.35,247214.86,Yes,Home,179819.99,12,17111.8,25.24,5.96,471,7.17,Africa,2024-03-22
U18872,53,Female,Master,Employed,Teacher,5304.46,1770.62,543079.66,No,None,0.0,0,0.0,0.0,0.0,792,8.53,Other,2023-07-17
U18873,30,Female,Bachelor,Employed,Teacher,2369.68,1624.43,139270.57,Yes,Business,363884.07,12,32661.83,13.94,13.78,789,4.9,North America,2024-04-12
U18874,57,Male,High School,Student,Doctor,4773.0,1898.6,286654.39,No,None,0.0,0,0.0,0.0,0.0,831,5.0,North America,2025-01-23
U18875,51,Female,High School,Unemployed,Driver,3822.73,2068.58,341222.09,Yes,Education,143203.35,180,2457.08,19.45,0.64,424,7.44,Europe,2025-03-28
U18876,46,Male,Other,Unemployed,Doctor,4991.52,3465.62,471159.22,No,None,0.0,0,0.0,0.0,0.0,540,7.87,Africa,2023-03-24
U18877,44,Male,High School,Employed,Driver,3196.55,1366.57,49547.34,Yes,Home,283799.06,12,25686.25,15.53,8.04,565,1.29,Europe,2023-09-27
U18878,66,Male,Bachelor,Student,Unemployed,4840.12,2739.66,529974.48,No,None,0.0,0,0.0,0.0,0.0,739,9.12,Europe,2021-08-02
U18879,41,Female,Bachelor,Self-employed,Manager,5492.97,3667.56,654154.61,No,None,0.0,0,0.0,0.0,0.0,398,9.92,Africa,2023-10-21
U18880,59,Female,Bachelor,Student,Accountant,7330.03,4164.58,791206.04,Yes,Home,97045.72,36,2915.96,5.17,0.4,511,9.0,Asia,2021-08-31
U18881,52,Female,High School,Self-employed,Unemployed,2164.56,1524.64,196245.25,No,None,0.0,0,0.0,0.0,0.0,422,7.56,Asia,2023-10-07
U18882,44,Male,Bachelor,Employed,Doctor,2280.31,1392.88,211879.91,No,None,0.0,0,0.0,0.0,0.0,582,7.74,North America,2022-04-04
U18883,43,Female,Bachelor,Employed,Student,2545.91,1666.68,255515.74,Yes,Business,387951.73,60,7310.47,4.94,2.87,549,8.36,Other,2023-04-17
U18884,26,Female,Bachelor,Employed,Manager,6378.94,2303.16,25174.81,No,None,0.0,0,0.0,0.0,0.0,782,0.33,Asia,2024-02-24
U18885,40,Female,Master,Employed,Unemployed,4205.06,2721.25,8663.41,No,None,0.0,0,0.0,0.0,0.0,444,0.17,Other,2022-01-26
U18886,46,Male,Bachelor,Employed,Student,3568.94,2150.37,266938.29,No,None,0.0,0,0.0,0.0,0.0,751,6.23,Asia,2023-05-05
U18887,34,Female,PhD,Self-employed,Accountant,4485.3,1922.59,132852.94,No,None,0.0,0,0.0,0.0,0.0,591,2.47,Africa,2022-11-19
U18888,41,Other,High School,Self-employed,Doctor,6866.1,3227.28,818400.82,Yes,Car,347650.09,120,4557.72,9.81,0.66,380,9.93,Europe,2023-03-17
U18889,64,Female,Bachelor,Unemployed,Manager,5829.43,3046.69,431568.78,No,None,0.0,0,0.0,0.0,0.0,610,6.17,Europe,2021-12-05
U18890,29,Male,Bachelor,Employed,Driver,3591.51,2249.06,98790.14,No,None,0.0,0,0.0,0.0,0.0,419,2.29,North America,2023-03-26
U18891,23,Male,Master,Self-employed,Unemployed,2900.14,1762.79,300458.62,Yes,Education,143132.52,24,6336.63,5.89,2.18,776,8.63,Africa,2023-08-23
U18892,22,Male,PhD,Self-employed,Unemployed,4311.52,2426.57,145643.29,Yes,Home,225420.91,24,9956.29,5.66,2.31,565,2.82,North America,2024-04-07
U18893,44,Male,Master,Self-employed,Driver,5084.9,2772.14,221694.18,No,None,0.0,0,0.0,0.0,0.0,647,3.63,Asia,2022-05-09
U18894,64,Female,Master,Self-employed,Driver,4728.0,4056.76,331347.31,No,None,0.0,0,0.0,0.0,0.0,540,5.84,North America,2024-09-15
U18895,26,Male,High School,Self-employed,Unemployed,7370.96,4685.41,730938.43,Yes,Business,440357.52,60,7965.59,3.27,1.08,470,8.26,Asia,2024-10-27
U18896,26,Female,Bachelor,Unemployed,Manager,8927.63,5745.63,840001.72,No,None,0.0,0,0.0,0.0,0.0,595,7.84,North America,2024-07-06
U18897,45,Other,Bachelor,Student,Manager,4183.07,1369.74,197269.52,No,None,0.0,0,0.0,0.0,0.0,711,3.93,Europe,2025-06-29
U18898,44,Male,Bachelor,Student,Driver,4261.35,1569.94,90556.45,No,None,0.0,0,0.0,0.0,0.0,628,1.77,Other,2024-04-14
U18899,24,Female,High School,Employed,Unemployed,7393.96,2375.23,812049.27,No,None,0.0,0,0.0,0.0,0.0,499,9.15,Europe,2021-08-19
U18900,48,Female,Master,Self-employed,Accountant,3487.93,2821.73,32476.98,No,None,0.0,0,0.0,0.0,0.0,488,0.78,Asia,2025-06-03
U18901,59,Male,Bachelor,Self-employed,Engineer,3547.43,2174.04,268560.61,Yes,Education,87868.86,60,2414.87,21.76,0.68,771,6.31,Asia,2025-06-01
U18902,18,Female,Bachelor,Self-employed,Doctor,2333.86,1801.69,105838.22,Yes,Business,421866.55,240,6595.25,18.26,2.83,709,3.78,North America,2024-01-01
U18903,37,Female,Master,Employed,Student,3896.24,2521.63,166659.84,Yes,Home,219101.01,360,2594.33,13.99,0.67,343,3.56,Europe,2024-01-16
U18904,41,Female,High School,Employed,Doctor,2563.4,2302.61,275502.06,No,None,0.0,0,0.0,0.0,0.0,383,8.96,Other,2024-10-25
U18905,39,Other,Master,Employed,Salesperson,2973.76,1637.89,204862.4,No,None,0.0,0,0.0,0.0,0.0,343,5.74,Other,2023-04-26
U18906,50,Female,Bachelor,Employed,Teacher,4175.16,3035.56,10834.78,No,None,0.0,0,0.0,0.0,0.0,762,0.22,Asia,2024-04-04
U18907,41,Female,High School,Employed,Engineer,3325.92,2640.44,197101.57,Yes,Home,187970.63,120,2379.1,8.98,0.72,735,4.94,Asia,2024-04-10
U18908,36,Other,Master,Employed,Accountant,6249.21,5279.33,748286.68,Yes,Business,283843.42,360,4668.39,19.68,0.75,633,9.98,Europe,2021-11-18
U18909,43,Female,High School,Student,Engineer,3307.48,1516.29,69026.08,No,None,0.0,0,0.0,0.0,0.0,385,1.74,North America,2022-08-11
U18910,38,Female,Bachelor,Employed,Engineer,6225.44,3370.83,678740.72,No,None,0.0,0,0.0,0.0,0.0,364,9.09,North America,2025-02-02
U18911,31,Female,Master,Employed,Driver,6426.78,3156.98,163760.7,No,None,0.0,0,0.0,0.0,0.0,627,2.12,North America,2022-03-16
U18912,19,Female,High School,Student,Unemployed,2675.04,1565.44,19756.61,No,None,0.0,0,0.0,0.0,0.0,769,0.62,Other,2023-06-03
U18913,35,Male,Other,Employed,Unemployed,5657.04,4648.58,374810.54,No,None,0.0,0,0.0,0.0,0.0,644,5.52,North America,2022-07-04
U18914,55,Male,Bachelor,Employed,Doctor,8008.09,3176.36,568222.56,No,None,0.0,0,0.0,0.0,0.0,708,5.91,Other,2023-09-18
U18915,27,Male,Master,Employed,Manager,3741.32,1322.1,376044.25,No,None,0.0,0,0.0,0.0,0.0,363,8.38,North America,2025-05-01
U18916,56,Female,High School,Self-employed,Driver,7492.19,5328.64,569564.18,No,None,0.0,0,0.0,0.0,0.0,761,6.34,North America,2024-09-25
U18917,22,Female,Other,Employed,Doctor,2448.23,1658.51,13956.24,Yes,Car,370473.33,300,3566.96,10.76,1.46,339,0.48,Asia,2024-05-15
U18918,59,Male,High School,Self-employed,Accountant,2618.99,1102.19,97831.4,Yes,Education,87685.69,24,4293.78,16.01,1.64,736,3.11,North America,2024-10-11
U18919,59,Female,Other,Employed,Student,6139.69,3232.32,720933.46,Yes,Home,214360.5,360,1008.62,3.88,0.16,738,9.79,Africa,2023-12-03
U18920,34,Male,Master,Student,Engineer,706.0,461.07,51528.0,No,None,0.0,0,0.0,0.0,0.0,451,6.08,North America,2024-01-09
U18921,27,Female,Bachelor,Student,Engineer,5598.14,4293.13,78751.02,Yes,Education,312811.58,300,4250.76,16.0,0.76,767,1.17,Asia,2025-05-06
U18922,25,Male,Bachelor,Employed,Unemployed,2202.36,1523.31,6641.03,No,None,0.0,0,0.0,0.0,0.0,785,0.25,Europe,2021-09-27
U18923,61,Male,Bachelor,Employed,Unemployed,2899.54,2598.93,29639.64,Yes,Home,332139.49,180,5036.5,16.68,1.74,569,0.85,Asia,2022-03-07
U18924,49,Male,Bachelor,Self-employed,Teacher,5723.51,4422.92,559318.76,No,None,0.0,0,0.0,0.0,0.0,728,8.14,Asia,2022-04-22
U18925,22,Male,Master,Employed,Accountant,4012.12,1227.85,140065.93,Yes,Home,145042.16,60,3949.21,21.31,0.98,823,2.91,Asia,2024-02-27
U18926,26,Male,Master,Employed,Engineer,3071.95,1242.83,360960.64,Yes,Education,190323.41,360,2693.32,16.87,0.88,496,9.79,Asia,2023-05-13
U18927,33,Female,High School,Unemployed,Accountant,6125.81,4381.65,247722.99,Yes,Car,476193.49,360,10860.46,27.36,1.77,713,3.37,Other,2025-06-18
U18928,66,Male,Master,Student,Accountant,2819.85,1200.72,160430.41,No,None,0.0,0,0.0,0.0,0.0,744,4.74,Africa,2025-02-22
U18929,45,Male,Bachelor,Employed,Engineer,4514.74,2383.81,239483.93,No,None,0.0,0,0.0,0.0,0.0,815,4.42,Africa,2023-12-27
U18930,42,Other,Bachelor,Employed,Salesperson,7141.98,4421.39,545162.97,No,None,0.0,0,0.0,0.0,0.0,342,6.36,Other,2023-06-27
U18931,38,Other,Master,Self-employed,Engineer,6663.42,4761.2,485569.2,No,None,0.0,0,0.0,0.0,0.0,514,6.07,Africa,2021-08-05
U18932,61,Female,Bachelor,Self-employed,Accountant,4961.52,2178.96,418914.42,No,None,0.0,0,0.0,0.0,0.0,833,7.04,Asia,2022-11-05
U18933,51,Female,Bachelor,Self-employed,Accountant,4205.54,3050.03,406317.87,Yes,Home,190503.5,120,3344.78,17.28,0.8,642,8.05,Asia,2023-04-22
U18934,49,Male,Bachelor,Employed,Teacher,3458.62,1610.72,395149.68,No,None,0.0,0,0.0,0.0,0.0,734,9.52,Asia,2024-09-16
U18935,35,Female,PhD,Employed,Accountant,3250.7,1346.63,177448.64,No,None,0.0,0,0.0,0.0,0.0,342,4.55,Asia,2022-07-14
U18936,48,Male,Master,Unemployed,Engineer,6456.44,4895.98,635102.93,No,None,0.0,0,0.0,0.0,0.0,618,8.2,Europe,2024-08-05
U18937,34,Other,High School,Employed,Engineer,5412.65,4669.55,379370.72,Yes,Car,235633.28,360,1694.62,7.79,0.31,548,5.84,Europe,2023-12-14
U18938,28,Female,Master,Employed,Manager,831.14,677.04,42184.36,Yes,Business,269956.95,36,9066.04,12.77,10.91,477,4.23,Europe,2025-05-05
U18939,44,Female,Bachelor,Student,Accountant,1917.84,1010.79,138356.85,No,None,0.0,0,0.0,0.0,0.0,617,6.01,Other,2024-11-03
U18940,52,Other,Bachelor,Employed,Unemployed,1801.78,1447.55,110621.79,Yes,Education,468506.91,36,18923.89,26.19,10.5,674,5.12,Africa,2023-03-14
U18941,18,Female,High School,Employed,Driver,5245.07,1698.23,91714.07,No,None,0.0,0,0.0,0.0,0.0,413,1.46,Other,2024-03-10
U18942,51,Male,Master,Employed,Accountant,500.0,293.52,49501.56,No,None,0.0,0,0.0,0.0,0.0,717,8.25,Africa,2022-05-06
U18943,58,Female,High School,Student,Salesperson,3686.38,2125.56,74464.9,Yes,Car,381788.51,36,14904.58,23.63,4.04,739,1.68,Europe,2022-11-29
U18944,23,Male,High School,Employed,Engineer,3925.86,2971.7,146537.56,Yes,Car,247902.03,120,3503.85,11.63,0.89,347,3.11,Africa,2024-02-28
U18945,63,Female,Bachelor,Student,Unemployed,3610.08,2591.68,369177.71,Yes,Car,331372.96,36,11682.84,16.2,3.24,763,8.52,Africa,2024-09-06
U18946,52,Female,Master,Self-employed,Engineer,4462.51,3447.79,496261.24,No,None,0.0,0,0.0,0.0,0.0,535,9.27,Europe,2025-06-25
U18947,21,Male,High School,Self-employed,Accountant,6699.13,2720.42,644315.48,No,None,0.0,0,0.0,0.0,0.0,463,8.01,Other,2022-01-28
U18948,20,Male,Bachelor,Employed,Accountant,4451.75,2841.41,516235.48,No,None,0.0,0,0.0,0.0,0.0,657,9.66,Other,2024-03-16
U18949,38,Male,High School,Student,Driver,5661.57,4308.24,550352.91,Yes,Education,143252.83,360,1216.06,9.61,0.21,604,8.1,North America,2023-03-05
U18950,50,Female,High School,Employed,Accountant,2347.66,1753.34,260417.54,No,None,0.0,0,0.0,0.0,0.0,541,9.24,Africa,2024-09-28
U18951,22,Female,Master,Unemployed,Salesperson,4356.81,2115.54,229281.78,No,None,0.0,0,0.0,0.0,0.0,522,4.39,Europe,2024-10-06
U18952,57,Male,Bachelor,Self-employed,Salesperson,5199.19,2960.66,617131.53,Yes,Car,7166.91,60,152.38,10.03,0.03,782,9.89,North America,2024-02-19
U18953,58,Male,Master,Student,Student,4137.28,3572.46,278165.98,No,None,0.0,0,0.0,0.0,0.0,483,5.6,Other,2021-09-28
U18954,44,Male,Bachelor,Student,Engineer,6392.61,2827.18,246642.12,No,None,0.0,0,0.0,0.0,0.0,371,3.22,Africa,2024-08-25
U18955,50,Male,Bachelor,Unemployed,Doctor,5511.02,2370.53,432200.81,No,None,0.0,0,0.0,0.0,0.0,389,6.54,North America,2022-08-08
U18956,31,Male,Bachelor,Self-employed,Engineer,1743.87,703.74,64221.7,No,None,0.0,0,0.0,0.0,0.0,774,3.07,North America,2025-04-20
U18957,42,Male,Bachelor,Self-employed,Driver,3965.6,2568.01,285418.46,Yes,Car,423840.14,36,12924.79,6.16,3.26,535,6.0,Asia,2024-04-08
U18958,53,Female,Master,Employed,Engineer,859.61,734.46,6823.21,No,None,0.0,0,0.0,0.0,0.0,307,0.66,North America,2023-02-26
U18959,40,Female,Master,Employed,Salesperson,5266.22,3663.05,71915.52,Yes,Business,341594.5,12,29717.93,8.02,5.64,442,1.14,Other,2024-01-14
U18960,59,Female,Bachelor,Employed,Driver,5748.71,3263.33,615917.42,Yes,Home,303338.05,120,2969.84,3.29,0.52,736,8.93,Other,2022-09-17
U18961,38,Female,Bachelor,Employed,Engineer,1430.84,528.82,165339.61,No,None,0.0,0,0.0,0.0,0.0,482,9.63,North America,2024-03-20
U18962,19,Female,Master,Self-employed,Driver,1383.76,577.08,126260.51,Yes,Car,190414.52,360,3822.4,24.07,2.76,398,7.6,North America,2023-09-30
U18963,58,Male,Bachelor,Employed,Accountant,3205.49,2162.75,376981.82,No,None,0.0,0,0.0,0.0,0.0,502,9.8,Europe,2021-10-12
U18964,27,Female,Bachelor,Employed,Driver,4325.31,1872.59,165577.6,Yes,Home,78052.23,120,1048.4,10.39,0.24,346,3.19,Other,2023-09-05
U18965,36,Female,Master,Self-employed,Teacher,3274.74,1591.31,297444.05,No,None,0.0,0,0.0,0.0,0.0,778,7.57,Africa,2021-11-06
U18966,22,Female,Bachelor,Employed,Doctor,4743.35,4010.31,324247.57,Yes,Car,360131.86,180,6354.27,20.11,1.34,375,5.7,Asia,2024-06-01
U18967,39,Male,Bachelor,Self-employed,Driver,7973.04,3516.6,835290.66,Yes,Education,220308.29,12,18703.91,3.45,2.35,627,8.73,North America,2021-12-27
U18968,30,Female,High School,Employed,Engineer,5190.95,3384.06,538993.42,Yes,Car,29754.62,120,639.3,23.19,0.12,577,8.65,Asia,2023-11-29
U18969,27,Male,High School,Self-employed,Unemployed,639.15,537.63,5248.61,No,None,0.0,0,0.0,0.0,0.0,569,0.68,Other,2024-04-11
U18970,42,Male,Master,Student,Teacher,4471.62,2848.75,457161.32,No,None,0.0,0,0.0,0.0,0.0,346,8.52,Asia,2024-11-30
U18971,48,Male,High School,Employed,Salesperson,5201.34,2352.26,52277.01,Yes,Car,305318.45,180,6404.35,24.51,1.23,786,0.84,Africa,2025-05-14
U18972,21,Male,High School,Employed,Engineer,2673.66,870.22,319310.11,No,None,0.0,0,0.0,0.0,0.0,672,9.95,Asia,2022-03-23
U18973,39,Female,Master,Employed,Student,2915.32,2033.03,75431.21,Yes,Home,226142.04,240,2041.94,9.05,0.7,344,2.16,Other,2023-12-03
U18974,37,Male,High School,Employed,Engineer,1911.25,1214.66,227021.04,No,None,0.0,0,0.0,0.0,0.0,655,9.9,North America,2021-09-25
U18975,64,Female,High School,Employed,Engineer,1251.65,684.63,150183.52,No,None,0.0,0,0.0,0.0,0.0,444,10.0,Africa,2023-06-14
U18976,25,Female,PhD,Employed,Manager,500.0,150.54,13243.27,Yes,Education,193614.51,36,6870.17,16.66,13.74,480,2.21,North America,2024-10-09
